year,month,date,CO2
2001,12,18,371.24
2001,12,19,371.2
2001,12,20,371.54
2001,12,21,371.52
2001,12,22,371.68
2001,12,23,371.56
2001,12,25,371.75
2001,12,26,371.43
2001,12,27,373.09
2001,12,28,371.8
2001,12,29,371.58
2001,12,30,371.76
2001,12,31,371.97
2002,1,1,373.49
2002,1,2,371.92
2002,1,3,372.3
2002,1,4,372.93
2002,1,5,372.27
2002,1,6,372.4
2002,1,7,372.12
2002,1,8,372.07
2002,1,9,371.98
2002,1,10,372.14
2002,1,11,372.97
2002,1,12,372.97
2002,1,13,372.78
2002,1,14,372.65
2002,1,15,372.35
2002,1,16,372.58
2002,1,17,372.46
2002,1,18,374.08
2002,1,19,373.47
2002,1,20,373.21
2002,1,21,373.19
2002,1,22,372.88
2002,1,23,372.85
2002,1,24,372.73
2002,1,25,372.14
2002,1,26,372.28
2002,1,29,373.2
2002,1,30,372.41
2002,2,1,373.21
2002,2,2,373.13
2002,2,3,372.68
2002,2,4,373.3
2002,2,5,374.4
2002,2,6,372.48
2002,2,7,372.49
2002,2,8,372.62
2002,2,9,373.92
2002,2,10,374.33
2002,2,11,373.35
2002,2,12,373.19
2002,2,13,373.11
2002,2,14,372.76
2002,2,15,372.68
2002,2,16,372.81
2002,2,17,373.11
2002,2,18,373.05
2002,2,19,372.81
2002,2,20,372.77
2002,2,21,374.63
2002,2,22,373.38
2002,2,23,373.04
2002,2,24,373.05
2002,2,25,373.93
2002,2,26,374.39
2002,2,27,374.75
2002,2,28,375.01
2002,3,1,373.36
2002,3,2,372.9
2002,3,3,375.38
2002,3,5,374.14
2002,3,6,373.35
2002,3,7,373.67
2002,3,8,374.12
2002,3,9,373.68
2002,3,10,374.79
2002,3,11,374.48
2002,3,12,374.32
2002,3,13,374.25
2002,3,14,374.25
2002,3,15,374.21
2002,3,16,373.85
2002,3,17,374.2
2002,3,18,375.75
2002,3,20,374.12
2002,3,21,374.74
2002,3,22,375.24
2002,3,28,374.58
2002,3,29,374.02
2002,3,30,374.76
2002,3,31,373.71
2002,4,1,373.7
2002,4,2,373.55
2002,4,3,374.83
2002,4,4,375.56
2002,4,5,375.28
2002,4,6,374.41
2002,4,7,375.51
2002,4,8,375.05
2002,4,9,374.95
2002,4,10,374.74
2002,4,11,374.29
2002,4,12,374.13
2002,4,13,374.2
2002,4,14,375.57
2002,4,15,375.47
2002,4,16,375.0
2002,4,17,375.35
2002,4,19,375.67
2002,4,20,375.35
2002,4,21,375.65
2002,4,22,375.18
2002,4,23,375.11
2002,4,24,375.27
2002,4,25,375.94
2002,4,26,376.03
2002,4,27,375.93
2002,4,28,376.17
2002,4,29,376.15
2002,4,30,376.36
2002,5,1,376.23
2002,5,2,376.41
2002,5,3,376.35
2002,5,4,375.91
2002,5,5,375.61
2002,5,6,376.01
2002,5,7,376.41
2002,5,8,376.49
2002,5,9,375.15
2002,5,10,374.9
2002,5,12,374.8
2002,5,13,375.08
2002,5,14,375.58
2002,5,15,375.04
2002,5,16,375.16
2002,5,17,375.75
2002,5,19,376.19
2002,5,20,375.27
2002,5,21,376.1
2002,5,22,376.26
2002,5,23,376.31
2002,5,24,376.29
2002,5,25,376.25
2002,5,26,376.09
2002,5,27,376.75
2002,5,28,376.28
2002,5,29,376.31
2002,5,30,376.37
2002,5,31,376.69
2002,6,1,376.39
2002,6,2,376.11
2002,6,3,375.84
2002,6,4,375.84
2002,6,5,376.15
2002,6,6,376.3
2002,6,7,376.17
2002,6,8,376.08
2002,6,9,375.81
2002,6,10,375.82
2002,6,11,375.4
2002,6,12,375.63
2002,6,13,375.75
2002,6,14,375.6
2002,6,15,375.32
2002,6,16,375.53
2002,6,17,375.68
2002,6,18,375.17
2002,6,19,375.37
2002,6,20,375.23
2002,6,23,376.41
2002,6,24,376.69
2002,6,25,376.54
2002,6,26,375.12
2002,6,27,374.86
2002,6,28,375.03
2002,6,29,374.94
2002,6,30,375.0
2002,7,1,374.73
2002,7,2,375.33
2002,7,3,374.74
2002,7,4,374.96
2002,7,5,375.03
2002,7,6,375.11
2002,7,7,374.94
2002,7,8,375.13
2002,7,9,374.71
2002,7,10,374.11
2002,7,11,374.24
2002,7,12,374.61
2002,7,13,374.7
2002,7,16,374.12
2002,7,18,374.04
2002,7,19,374.02
2002,7,20,374.17
2002,7,21,374.11
2002,7,22,374.01
2002,7,23,374.02
2002,7,24,373.81
2002,7,27,371.58
2002,7,29,372.75
2002,7,30,373.65
2002,7,31,373.46
2002,8,1,373.68
2002,8,2,374.12
2002,8,3,373.31
2002,8,4,373.62
2002,8,5,373.11
2002,8,6,372.7
2002,8,7,372.36
2002,8,9,371.92
2002,8,10,372.79
2002,8,11,372.81
2002,8,13,371.89
2002,8,14,371.98
2002,8,15,371.97
2002,8,16,372.62
2002,8,17,370.62
2002,8,18,370.73
2002,8,19,372.19
2002,8,20,372.25
2002,8,21,372.04
2002,8,22,371.53
2002,8,23,370.72
2002,8,24,371.06
2002,8,25,371.57
2002,8,26,371.91
2002,8,28,370.57
2002,8,29,369.95
2002,8,30,370.82
2002,8,31,371.82
2002,9,1,370.61
2002,9,2,369.8
2002,9,3,369.6
2002,9,6,371.4
2002,9,7,370.75
2002,9,9,371.62
2002,9,10,372.11
2002,9,12,371.88
2002,9,13,371.49
2002,9,14,371.95
2002,9,16,372.18
2002,9,17,370.29
2002,9,18,370.73
2002,9,19,370.79
2002,9,20,371.06
2002,9,21,371.0
2002,9,22,370.46
2002,9,25,370.47
2002,9,26,370.56
2002,9,27,370.87
2002,9,28,371.01
2002,9,29,370.52
2002,9,30,369.55
2002,10,1,369.95
2002,10,2,369.86
2002,10,3,369.97
2002,10,4,369.84
2002,10,5,370.66
2002,10,6,370.18
2002,10,7,369.66
2002,10,8,369.87
2002,10,9,369.96
2002,10,10,370.07
2002,10,11,370.33
2002,10,12,370.47
2002,10,13,371.72
2002,10,14,370.83
2002,10,15,370.87
2002,10,16,371.13
2002,10,17,371.86
2002,10,18,371.77
2002,10,19,371.71
2002,10,20,371.65
2002,10,21,371.34
2002,10,22,371.19
2002,10,23,370.7
2002,10,24,370.33
2002,10,25,370.45
2002,10,26,370.45
2002,10,27,370.27
2002,10,28,371.04
2002,10,29,371.4
2002,10,30,371.76
2002,10,31,371.38
2002,11,1,371.37
2002,11,2,371.43
2002,11,3,371.99
2002,11,4,372.89
2002,11,5,372.85
2002,11,6,371.87
2002,11,7,371.76
2002,11,8,371.88
2002,11,9,371.77
2002,11,10,372.11
2002,11,11,371.84
2002,11,12,371.94
2002,11,13,372.14
2002,11,14,372.21
2002,11,15,372.07
2002,11,16,371.97
2002,11,17,372.21
2002,11,18,373.77
2002,11,19,372.9
2002,11,20,372.98
2002,11,21,373.01
2002,11,22,372.56
2002,11,23,372.92
2002,11,24,373.06
2002,11,26,372.82
2002,11,27,372.94
2002,11,28,373.03
2002,11,29,372.83
2002,11,30,372.99
2002,12,1,372.7
2002,12,2,372.81
2002,12,3,373.49
2002,12,4,373.59
2002,12,5,373.05
2002,12,6,373.2
2002,12,7,373.74
2002,12,8,374.28
2002,12,9,373.03
2002,12,10,373.69
2002,12,11,374.17
2002,12,12,373.68
2002,12,13,373.94
2002,12,14,373.62
2002,12,15,373.62
2002,12,16,374.08
2002,12,17,373.71
2002,12,18,373.86
2002,12,19,373.62
2002,12,20,373.83
2002,12,21,373.56
2002,12,22,374.66
2002,12,23,374.82
2002,12,24,375.66
2002,12,25,374.36
2002,12,26,374.02
2002,12,27,374.22
2002,12,28,374.86
2002,12,29,374.7
2002,12,30,375.14
2002,12,31,375.59
2003,1,1,375.62
2003,1,2,374.22
2003,1,3,374.34
2003,1,4,374.52
2003,1,5,374.4
2003,1,6,375.66
2003,1,7,375.11
2003,1,8,374.06
2003,1,9,374.53
2003,1,10,374.39
2003,1,11,374.98
2003,1,12,374.99
2003,1,13,374.94
2003,1,14,374.97
2003,1,15,374.67
2003,1,16,376.37
2003,1,17,375.27
2003,1,18,375.24
2003,1,19,374.82
2003,1,20,374.81
2003,1,22,375.84
2003,1,23,375.27
2003,1,24,375.08
2003,1,25,374.81
2003,1,26,375.18
2003,1,27,375.77
2003,1,28,375.02
2003,1,29,375.46
2003,1,30,375.14
2003,1,31,376.36
2003,2,1,375.44
2003,2,2,375.66
2003,2,3,375.4
2003,2,4,375.24
2003,2,5,375.19
2003,2,6,374.9
2003,2,7,375.34
2003,2,8,375.73
2003,2,9,375.5
2003,2,10,374.93
2003,2,11,375.2
2003,2,12,374.99
2003,2,13,375.13
2003,2,14,375.12
2003,2,15,376.2
2003,2,16,376.57
2003,2,17,376.44
2003,2,18,376.83
2003,2,19,376.58
2003,2,20,376.56
2003,2,21,376.41
2003,2,22,376.57
2003,2,23,376.71
2003,2,24,377.48
2003,2,26,375.79
2003,2,27,375.7
2003,2,28,375.35
2003,3,1,376.16
2003,3,2,376.13
2003,3,3,376.31
2003,3,4,377.57
2003,3,5,376.73
2003,3,6,376.05
2003,3,7,376.25
2003,3,8,376.36
2003,3,9,376.06
2003,3,10,376.45
2003,3,11,377.98
2003,3,12,377.66
2003,3,13,375.64
2003,3,14,375.51
2003,3,16,375.43
2003,3,17,376.35
2003,3,18,375.81
2003,3,19,376.47
2003,3,20,376.67
2003,3,23,376.62
2003,3,24,376.86
2003,3,25,377.26
2003,3,26,377.31
2003,3,27,377.5
2003,3,28,377.14
2003,3,29,377.59
2003,3,30,377.11
2003,3,31,376.61
2003,4,1,376.41
2003,4,2,376.71
2003,4,3,377.66
2003,4,4,377.35
2003,4,5,377.39
2003,4,6,377.05
2003,4,7,376.68
2003,4,8,377.28
2003,4,9,377.39
2003,4,10,377.64
2003,4,11,377.94
2003,4,12,377.26
2003,4,13,377.41
2003,4,14,377.91
2003,4,15,378.17
2003,4,19,378.41
2003,4,20,378.55
2003,4,21,378.28
2003,4,22,378.47
2003,4,23,378.57
2003,4,24,378.56
2003,4,25,378.52
2003,4,26,378.83
2003,4,27,379.14
2003,4,28,378.5
2003,4,29,378.49
2003,4,30,379.17
2003,5,1,379.02
2003,5,2,378.57
2003,5,3,378.79
2003,5,4,378.53
2003,5,5,377.69
2003,5,7,379.46
2003,5,8,377.91
2003,5,9,377.68
2003,5,10,378.25
2003,5,11,377.93
2003,5,12,377.59
2003,5,13,377.67
2003,5,14,377.72
2003,5,15,377.72
2003,5,16,379.25
2003,5,17,379.88
2003,5,18,380.36
2003,5,19,380.18
2003,5,20,379.29
2003,5,21,379.79
2003,5,22,379.47
2003,5,23,379.12
2003,5,24,379.15
2003,5,25,379.08
2003,5,26,378.91
2003,5,27,379.42
2003,5,28,379.3
2003,5,29,379.24
2003,5,30,378.41
2003,5,31,378.0
2003,6,1,377.8
2003,6,2,379.0
2003,6,3,378.71
2003,6,4,378.98
2003,6,6,378.58
2003,6,7,378.49
2003,6,10,378.91
2003,6,12,378.49
2003,6,13,378.78
2003,6,14,378.54
2003,6,15,378.3
2003,6,16,378.22
2003,6,17,378.22
2003,6,18,378.25
2003,6,19,378.81
2003,6,20,378.36
2003,6,21,377.93
2003,6,22,378.14
2003,6,24,378.94
2003,6,25,378.7
2003,6,26,378.56
2003,6,27,378.55
2003,6,28,378.04
2003,6,29,377.65
2003,6,30,377.65
2003,7,1,378.21
2003,7,2,378.91
2003,7,3,376.85
2003,7,5,377.26
2003,7,6,375.97
2003,7,7,377.32
2003,7,8,375.9
2003,7,9,376.31
2003,7,10,376.83
2003,7,11,377.5
2003,7,12,377.33
2003,7,13,377.25
2003,7,14,378.44
2003,7,15,377.53
2003,7,16,376.61
2003,7,17,377.22
2003,7,18,377.4
2003,7,20,376.86
2003,7,21,377.1
2003,7,22,376.7
2003,7,23,376.85
2003,7,24,376.2
2003,7,25,376.07
2003,7,26,376.19
2003,7,27,376.34
2003,7,28,376.31
2003,7,29,376.49
2003,7,30,376.41
2003,7,31,374.53
2003,8,1,376.24
2003,8,2,376.25
2003,8,4,375.67
2003,8,5,375.46
2003,8,6,375.53
2003,8,7,375.36
2003,8,8,374.53
2003,8,9,374.16
2003,8,10,374.08
2003,8,11,375.55
2003,8,12,375.51
2003,8,13,375.11
2003,8,14,374.96
2003,8,15,374.7
2003,8,16,374.42
2003,8,18,373.11
2003,8,19,373.54
2003,8,20,374.46
2003,8,21,374.1
2003,8,22,374.14
2003,8,23,375.02
2003,8,28,373.76
2003,8,29,373.46
2003,9,4,373.61
2003,9,5,372.76
2003,9,6,373.75
2003,9,7,373.81
2003,9,8,373.63
2003,9,9,373.61
2003,9,10,373.66
2003,9,11,372.7
2003,9,12,373.02
2003,9,13,372.68
2003,9,14,372.94
2003,9,15,373.1
2003,9,16,372.78
2003,9,17,372.93
2003,9,18,373.3
2003,9,20,373.24
2003,9,21,373.31
2003,9,22,373.29
2003,9,23,373.53
2003,9,24,373.81
2003,9,25,373.68
2003,9,26,373.46
2003,9,28,373.46
2003,9,29,373.31
2003,9,30,373.39
2003,10,1,373.6
2003,10,2,373.68
2003,10,3,373.23
2003,10,4,373.45
2003,10,5,373.3
2003,10,6,373.44
2003,10,7,373.06
2003,10,8,373.07
2003,10,9,372.93
2003,10,10,372.6
2003,10,11,373.21
2003,10,12,373.14
2003,10,13,373.33
2003,10,14,373.23
2003,10,15,372.4
2003,10,16,372.79
2003,10,17,372.85
2003,10,18,372.94
2003,10,19,372.86
2003,10,21,373.54
2003,10,22,373.6
2003,10,23,373.93
2003,10,24,374.03
2003,10,25,373.64
2003,10,26,373.47
2003,10,27,373.67
2003,10,28,373.47
2003,10,29,373.51
2003,10,30,373.55
2003,10,31,373.72
2003,11,4,374.92
2003,11,6,373.83
2003,11,7,373.84
2003,11,8,373.95
2003,11,9,373.94
2003,11,10,374.21
2003,11,11,374.15
2003,11,12,375.21
2003,11,13,375.38
2003,11,14,374.73
2003,11,15,375.25
2003,11,16,374.45
2003,11,17,375.0
2003,11,18,374.76
2003,11,19,374.7
2003,11,20,376.0
2003,11,21,375.37
2003,11,22,375.17
2003,11,23,375.81
2003,11,24,375.8
2003,11,25,375.6
2003,11,26,375.4
2003,11,27,375.24
2003,11,28,375.22
2003,11,29,375.08
2003,11,30,375.2
2003,12,1,375.52
2003,12,2,375.42
2003,12,3,375.56
2003,12,4,375.7
2003,12,5,375.64
2003,12,6,375.4
2003,12,7,375.39
2003,12,8,375.66
2003,12,9,375.55
2003,12,10,375.67
2003,12,11,376.24
2003,12,12,376.38
2003,12,13,376.79
2003,12,14,377.09
2003,12,15,376.04
2003,12,16,377.28
2003,12,17,376.67
2003,12,18,376.1
2003,12,19,376.14
2003,12,20,376.23
2003,12,21,376.2
2003,12,22,376.33
2003,12,24,376.33
2003,12,26,376.37
2003,12,29,376.53
2003,12,30,376.48
2003,12,31,376.46
2004,1,1,376.66
2004,1,2,376.49
2004,1,3,376.54
2004,1,4,376.55
2004,1,5,376.46
2004,1,6,376.86
2004,1,7,376.48
2004,1,8,376.36
2004,1,9,376.43
2004,1,10,376.44
2004,1,11,376.66
2004,1,12,376.42
2004,1,13,376.78
2004,1,14,376.65
2004,1,15,378.44
2004,1,16,378.09
2004,1,17,376.85
2004,1,18,376.98
2004,1,19,377.44
2004,1,20,376.96
2004,1,21,377.11
2004,1,22,377.03
2004,1,23,377.44
2004,1,24,378.02
2004,1,25,377.64
2004,1,26,378.37
2004,1,28,377.94
2004,1,29,378.35
2004,1,30,378.11
2004,1,31,378.35
2004,2,1,378.1
2004,2,2,378.03
2004,2,3,377.96
2004,2,4,377.79
2004,2,5,378.1
2004,2,6,378.26
2004,2,7,378.15
2004,2,8,377.96
2004,2,9,377.92
2004,2,10,378.06
2004,2,11,380.51
2004,2,12,380.19
2004,2,13,377.26
2004,2,14,378.36
2004,2,15,378.26
2004,2,16,378.01
2004,2,17,377.88
2004,2,18,377.52
2004,2,19,377.61
2004,2,20,377.26
2004,2,21,377.18
2004,2,22,377.79
2004,2,23,377.77
2004,2,24,377.68
2004,2,25,377.62
2004,2,26,377.51
2004,2,27,377.79
2004,2,28,378.37
2004,2,29,378.71
2004,3,1,378.93
2004,3,2,378.64
2004,3,3,378.34
2004,3,4,378.09
2004,3,5,378.49
2004,3,6,378.01
2004,3,8,378.28
2004,3,9,380.1
2004,3,11,379.62
2004,3,12,379.43
2004,3,13,378.25
2004,3,14,377.98
2004,3,16,380.55
2004,3,17,380.25
2004,3,18,379.22
2004,3,19,379.09
2004,3,20,379.34
2004,3,21,378.87
2004,3,22,377.96
2004,3,23,379.4
2004,3,24,378.64
2004,3,25,378.67
2004,3,26,378.6
2004,3,27,378.57
2004,3,28,379.16
2004,3,29,379.61
2004,3,30,380.59
2004,3,31,381.47
2004,4,1,380.36
2004,4,2,379.01
2004,4,3,379.07
2004,4,4,379.2
2004,4,7,380.61
2004,4,8,380.54
2004,4,9,379.92
2004,4,10,380.75
2004,4,11,381.12
2004,4,12,381.21
2004,4,13,381.11
2004,4,14,380.54
2004,4,15,380.66
2004,4,16,380.95
2004,4,17,380.82
2004,4,18,380.46
2004,4,19,380.36
2004,4,20,380.28
2004,4,21,380.42
2004,4,24,381.29
2004,4,25,381.69
2004,4,26,381.15
2004,4,27,380.44
2004,4,28,380.87
2004,4,29,380.84
2004,4,30,380.54
2004,5,1,380.23
2004,5,2,379.74
2004,5,3,379.85
2004,5,5,381.58
2004,5,6,381.76
2004,5,7,381.28
2004,5,8,381.19
2004,5,9,381.36
2004,5,10,381.17
2004,5,11,380.93
2004,5,12,380.46
2004,5,13,380.83
2004,5,14,381.08
2004,5,15,380.39
2004,5,16,380.2
2004,5,17,381.18
2004,5,18,380.95
2004,5,19,380.11
2004,5,20,379.75
2004,5,21,379.89
2004,5,22,380.93
2004,5,25,381.2
2004,5,26,381.14
2004,5,27,381.37
2004,5,28,381.21
2004,5,29,381.32
2004,5,30,380.98
2004,5,31,380.28
2004,6,1,380.91
2004,6,2,380.38
2004,6,3,379.48
2004,6,4,379.5
2004,6,5,379.27
2004,6,6,379.91
2004,6,7,380.27
2004,6,8,380.08
2004,6,9,380.45
2004,6,10,380.35
2004,6,12,380.56
2004,6,13,380.55
2004,6,15,380.23
2004,6,16,380.23
2004,6,22,379.31
2004,6,23,379.5
2004,6,24,379.64
2004,6,25,379.78
2004,6,26,379.52
2004,6,29,379.4
2004,6,30,379.49
2004,7,1,379.38
2004,7,2,379.13
2004,7,3,379.18
2004,7,4,378.44
2004,7,5,378.72
2004,7,6,378.46
2004,7,10,378.4
2004,7,11,378.36
2004,7,12,378.55
2004,7,14,377.53
2004,7,16,377.75
2004,7,17,378.16
2004,7,18,378.0
2004,7,19,376.33
2004,7,20,377.0
2004,7,21,376.59
2004,7,22,376.58
2004,7,23,376.5
2004,7,24,377.43
2004,7,25,376.92
2004,7,26,376.36
2004,7,27,376.39
2004,7,29,376.62
2004,7,30,377.4
2004,7,31,375.84
2004,8,3,376.66
2004,8,4,377.15
2004,8,6,377.2
2004,8,7,376.62
2004,8,8,376.93
2004,8,10,377.18
2004,8,11,375.54
2004,8,12,376.43
2004,8,13,376.22
2004,8,14,376.17
2004,8,15,376.08
2004,8,17,375.5
2004,8,19,376.14
2004,8,21,376.07
2004,8,22,375.94
2004,8,23,376.59
2004,9,3,374.17
2004,9,5,374.18
2004,9,6,373.75
2004,9,8,374.73
2004,9,9,375.17
2004,9,10,375.6
2004,9,11,374.3
2004,9,12,373.85
2004,9,16,374.32
2004,9,17,374.35
2004,9,18,374.38
2004,9,19,374.62
2004,9,20,374.71
2004,9,21,374.39
2004,9,30,374.72
2004,10,1,374.47
2004,10,2,374.25
2004,10,3,373.92
2004,10,4,373.86
2004,10,5,374.28
2004,10,6,374.48
2004,10,8,374.25
2004,10,10,374.32
2004,10,11,374.18
2004,10,12,374.42
2004,10,13,374.72
2004,10,14,374.38
2004,10,15,374.34
2004,10,16,374.41
2004,10,17,374.42
2004,10,18,374.34
2004,10,19,374.58
2004,10,20,374.8
2004,10,21,375.04
2004,10,22,375.11
2004,10,23,374.89
2004,10,24,374.83
2004,10,25,375.09
2004,10,26,375.25
2004,10,27,375.02
2004,10,28,375.14
2004,10,29,375.25
2004,10,30,375.33
2004,10,31,375.46
2004,11,1,375.59
2004,11,2,375.49
2004,11,3,375.45
2004,11,4,375.25
2004,11,6,375.67
2004,11,7,375.67
2004,11,8,375.59
2004,11,9,375.5
2004,11,10,375.79
2004,11,11,375.65
2004,11,12,375.64
2004,11,13,375.54
2004,11,14,375.55
2004,11,15,378.56
2004,11,16,377.58
2004,11,17,376.73
2004,11,18,377.78
2004,11,19,376.19
2004,11,20,376.46
2004,11,21,376.55
2004,11,22,377.28
2004,11,23,376.87
2004,11,24,376.96
2004,11,25,376.91
2004,11,26,376.96
2004,11,27,376.74
2004,11,28,376.82
2004,11,29,376.59
2004,11,30,376.72
2004,12,1,377.16
2004,12,2,376.81
2004,12,3,377.38
2004,12,4,377.43
2004,12,5,377.36
2004,12,6,377.47
2004,12,7,377.65
2004,12,8,377.6
2004,12,9,377.61
2004,12,10,378.35
2004,12,11,377.97
2004,12,12,377.22
2004,12,13,377.05
2004,12,14,377.55
2004,12,15,377.5
2004,12,16,377.48
2004,12,17,377.51
2004,12,18,377.48
2004,12,19,377.96
2004,12,20,378.22
2004,12,21,378.06
2004,12,22,378.04
2004,12,23,377.83
2004,12,24,377.78
2004,12,25,377.76
2004,12,27,377.67
2004,12,28,378.17
2004,12,29,378.17
2004,12,30,377.94
2004,12,31,377.85
2005,1,1,378.14
2005,1,2,378.55
2005,1,3,378.19
2005,1,4,378.57
2005,1,5,378.41
2005,1,6,378.56
2005,1,7,377.88
2005,1,8,378.33
2005,1,9,378.23
2005,1,10,378.46
2005,1,11,378.97
2005,1,12,379.0
2005,1,13,379.08
2005,1,14,377.85
2005,1,15,378.65
2005,1,16,378.52
2005,1,17,378.36
2005,1,18,378.29
2005,1,19,378.86
2005,1,20,378.58
2005,1,21,378.5
2005,1,22,378.52
2005,1,23,378.76
2005,1,24,378.99
2005,1,25,378.51
2005,1,26,378.81
2005,1,27,378.88
2005,1,28,378.74
2005,1,29,378.93
2005,1,30,379.74
2005,1,31,379.54
2005,2,1,379.3
2005,2,2,379.49
2005,2,3,379.45
2005,2,4,380.02
2005,2,6,379.45
2005,2,8,379.44
2005,2,9,379.24
2005,2,10,379.44
2005,2,11,379.31
2005,2,12,379.52
2005,2,14,380.32
2005,2,15,380.65
2005,2,16,380.34
2005,2,18,380.62
2005,2,19,378.57
2005,2,20,379.37
2005,2,21,380.12
2005,2,22,379.99
2005,2,23,380.57
2005,2,24,380.16
2005,2,25,380.0
2005,2,26,380.17
2005,2,27,382.1
2005,2,28,380.54
2005,3,2,382.52
2005,3,4,381.51
2005,3,5,381.02
2005,3,7,380.72
2005,3,8,378.69
2005,3,10,380.4
2005,3,11,379.95
2005,3,12,381.42
2005,3,13,381.57
2005,3,14,381.97
2005,3,15,382.33
2005,3,16,382.63
2005,3,17,380.23
2005,3,18,380.57
2005,3,19,380.93
2005,3,20,381.68
2005,3,21,381.27
2005,3,22,380.82
2005,3,23,380.44
2005,3,24,379.57
2005,3,25,379.47
2005,3,26,379.52
2005,3,27,379.68
2005,3,29,381.51
2005,3,30,382.54
2005,3,31,382.94
2005,4,1,382.79
2005,4,2,382.27
2005,4,3,381.91
2005,4,4,382.46
2005,4,5,382.29
2005,4,6,382.75
2005,4,8,383.04
2005,4,9,382.49
2005,4,10,382.14
2005,4,11,383.03
2005,4,12,382.42
2005,4,14,381.79
2005,4,15,382.04
2005,4,17,381.98
2005,4,18,381.56
2005,4,19,381.96
2005,4,20,382.33
2005,4,21,382.72
2005,4,22,383.24
2005,4,23,382.69
2005,4,24,382.75
2005,4,25,381.83
2005,4,27,382.31
2005,4,28,383.19
2005,4,29,383.26
2005,4,30,383.23
2005,5,1,383.99
2005,5,2,382.15
2005,5,3,381.64
2005,5,4,381.57
2005,5,5,381.97
2005,5,6,382.01
2005,5,7,381.61
2005,5,8,381.73
2005,5,9,381.64
2005,5,10,380.98
2005,5,11,382.2
2005,5,12,383.08
2005,5,13,382.91
2005,5,14,382.5
2005,5,15,382.82
2005,5,16,383.2
2005,5,17,382.77
2005,5,18,382.37
2005,5,19,382.58
2005,5,20,383.06
2005,5,21,382.92
2005,5,22,383.47
2005,5,23,383.48
2005,5,24,383.15
2005,5,25,383.25
2005,5,26,383.13
2005,5,27,383.05
2005,5,28,382.88
2005,5,29,383.11
2005,5,30,383.5
2005,5,31,383.05
2005,6,1,383.04
2005,6,2,383.07
2005,6,3,382.45
2005,6,4,382.65
2005,6,5,383.19
2005,6,6,382.67
2005,6,7,382.84
2005,6,8,382.85
2005,6,9,382.6
2005,6,10,382.9
2005,6,11,382.66
2005,6,12,382.69
2005,6,13,382.34
2005,6,15,382.43
2005,6,16,382.7
2005,6,17,382.77
2005,6,18,382.65
2005,6,19,382.59
2005,6,20,382.35
2005,6,21,382.15
2005,6,22,381.9
2005,6,23,381.98
2005,6,24,382.21
2005,6,25,381.74
2005,6,27,381.69
2005,6,28,381.59
2005,6,29,381.47
2005,6,30,381.5
2005,7,1,381.48
2005,7,2,381.62
2005,7,3,380.93
2005,7,5,381.27
2005,7,6,381.54
2005,7,7,381.27
2005,7,8,381.46
2005,7,9,381.23
2005,7,10,379.81
2005,7,11,381.02
2005,7,12,381.52
2005,7,13,381.84
2005,7,15,381.01
2005,7,16,381.09
2005,7,17,381.21
2005,7,18,380.98
2005,7,19,380.87
2005,7,20,380.85
2005,7,21,381.18
2005,7,22,381.0
2005,7,23,380.53
2005,7,24,380.56
2005,7,25,380.61
2005,7,26,380.37
2005,7,27,380.03
2005,7,28,380.23
2005,7,29,380.17
2005,7,30,380.43
2005,7,31,379.98
2005,8,1,378.95
2005,8,2,380.34
2005,8,3,380.24
2005,8,5,380.2
2005,8,6,380.48
2005,8,7,378.65
2005,8,8,378.92
2005,8,9,378.83
2005,8,10,378.94
2005,8,12,379.5
2005,8,13,379.76
2005,8,14,379.42
2005,8,15,378.36
2005,8,16,379.42
2005,8,17,379.14
2005,8,18,379.32
2005,8,19,378.81
2005,8,20,378.66
2005,8,21,378.79
2005,8,22,378.23
2005,8,24,378.89
2005,8,25,378.0
2005,8,26,377.69
2005,8,27,377.5
2005,8,28,378.29
2005,8,31,378.06
2005,9,1,378.45
2005,9,2,377.77
2005,9,4,378.01
2005,9,5,377.85
2005,9,6,377.84
2005,9,7,377.7
2005,9,8,376.74
2005,9,9,377.17
2005,9,11,376.81
2005,9,12,376.3
2005,9,13,375.12
2005,9,14,376.49
2005,9,15,376.44
2005,9,16,376.79
2005,9,17,376.93
2005,9,18,377.03
2005,9,19,376.47
2005,9,20,377.11
2005,9,21,376.37
2005,9,22,376.08
2005,9,23,376.14
2005,9,25,376.55
2005,9,26,376.39
2005,9,27,376.84
2005,9,28,376.99
2005,9,29,376.67
2005,9,30,376.59
2005,10,1,376.48
2005,10,2,376.85
2005,10,3,376.59
2005,10,4,377.01
2005,10,5,376.88
2005,10,6,376.75
2005,10,7,376.88
2005,10,8,376.87
2005,10,9,377.12
2005,10,10,377.13
2005,10,11,376.85
2005,10,12,377.31
2005,10,28,377.67
2005,10,29,377.73
2005,11,3,377.58
2005,11,4,378.26
2005,11,5,378.17
2005,11,6,378.12
2005,11,7,378.56
2005,11,8,378.33
2005,11,9,378.38
2005,11,10,378.3
2005,11,11,377.7
2005,11,12,377.56
2005,11,15,379.66
2005,11,16,378.51
2005,11,17,378.87
2005,11,18,379.03
2005,11,19,379.17
2005,11,23,378.76
2005,11,24,378.61
2005,11,25,378.84
2005,11,26,378.49
2005,11,27,379.21
2005,11,28,379.3
2005,11,29,378.53
2005,11,30,379.29
2005,12,1,379.41
2005,12,2,378.7
2005,12,3,380.07
2005,12,5,379.59
2005,12,6,379.66
2005,12,7,380.61
2005,12,8,379.93
